Gene,ID	Locus,Tag	Gene,Product,Name	Genome,ID	Genome,Name	Batch1	
3300043113,assembled,Ga0074195_100088342	Ga0074195_100088342	hypothetical,protein	3300043113	Oil,reservoir,microbial,communities,from,oil,well,in,Texas,,United,States,-,B6.2_Sample6.Rodeo2.Well1132,(coverage,test,4Gb),(version,3),(*),(MER-FS),(assembled)	1	
3300034416,assembled,Ga0377226_019835_536_2242	Ga0377226_019835_536_2242	hypothetical,protein	3300034416	Lab-enriched,soil,microbial,communities,from,a,contaminated,agricultural,site,,Guadeloupe,,France,-,GT4SUHCH,MSP,(*),(MER-FS),(assembled)	1	
3300009712,assembled,Ga0181520_100221185	Ga0181520_100221185	hypothetical,protein	3300009712	Active,sludge,microbial,communities,of,municipal,wastewater-treating,anaerobic,digesters,from,Japan,-,AD_JPNMR1_MetaG,(*),(MER-FS),(assembled)	1	
3300007961,assembled,Ga0315277_100125882	Ga0315277_100125882	hypothetical,protein	3300007961	Rumen-fistulated,moose,microbial,communities,from,Alaska,,USA,-,LMS_cellobiose_enrichment,(*),(MER-FS),(assembled)	1	
3300035039,assembled,Ga0334890_10439031	Ga0334890_10439031	hypothetical,protein	3300035039	Oil,reservoir,microbial,communities,from,oil,well,in,Texas,,United,States,-,B3.7_Sample3.Rodeo7.Well667,(*),(MER-FS),(assembled)	1	
3300038427,assembled,Ga0499529_025575_730_2385	Ga0499529_025575_730_2385	hypothetical,protein	3300038427	Peat,soil,microbial,communities,from,Marcell,Experimental,Forest,,MN,,USA,-,P6_D10,(*),(MER-FS),(assembled)	1	
3300005405,assembled,Ga0395582_21384_4099_5760	Ga0395582_21384_4099_5760	hypothetical,protein	3300005405	Bioremediated,contaminated,groundwater,from,EPA,Superfund,site,,New,Mexico,-,Sample,HSE6-05,(*),(MER-FS),(assembled)	1	
3300051498,assembled,Ga0438303_0000910_19604_21292	Ga0438303_0000910_19604_21292	hypothetical,protein	3300051498	Switchgrass,digestate,microbial,communities,from,anaerobic,digester,in,Pennsylvania,State,University,,State,Park,,PA,,USA,-,10.T.7_6.1,(*),(MER-FS),(assembled)	1	
3300038459,assembled,Ga0268279_10013609	Ga0268279_10013609	hypothetical,protein	3300038459	Peat,soil,microbial,communities,from,Stordalen,Mire,,Sweden,-,713,E-1-D,(v2),(version,2),(*),(MER-FS),(assembled)	1	
3300031873,assembled,Ga0209604_10092956	Ga0209604_10092956	hypothetical,protein	3300031873	Sediment,microbial,communities,from,Yellowstone,Lake,,YNP,,Wyoming,,USA,-,YL17G15_0,(*),(MER-FS),(assembled)	1	
3300035494,assembled,Ga0209705_100075616	Ga0209705_100075616	hypothetical,protein	3300035494	Tar,microbial,communities,from,Pitch,Lake,,Trinidad,and,Tobago,-,PitchLake_TarD_star,(*),(MER-FS),(assembled)	1	
3300026161,assembled,Ga0190358_10032171	Ga0190358_10032171	hypothetical,protein	3300026161	Activated,sludge,microbial,communities,from,lab.,scaled,anaerobic,digester,in,Belvaux,,Luxembourg,-,ACS0-59,(*),(MER-FS),(assembled)	1	
3300005860,assembled,Ga0302253_100046713	Ga0302253_100046713	hypothetical,protein	3300005860	Sulfidic,aquatic,microbial,communities,from,Washburn,Spring,,Yellowstone,National,Park,,USA,-,WS,(SPADES,assembly),(version,2),(*),(MER-FS),(assembled)	1	
3300050645,assembled,Ga0438315_0000802_10976_12643	Ga0438315_0000802_10976_12643	hypothetical,protein	3300050645	American,moose,rumen,microbial,community,from,Toronto,,Canada,-,MR-PH,msp,(*),(MER-FS),(assembled)	1	
3300033164,assembled,Ga0238415_005904_802_2532	Ga0238415_005904_802_2532	hypothetical,protein	3300033164	Sludge,microbial,communities,from,methane-producing,bioreactor,in,Wageningen,University,,Netherlands,-,Granular,Sludge_12_05,R3,(*),(MER-FS),(assembled)	1	
3300010267,assembled,Ga0427945_000045_221690_223366	Ga0427945_000045_221690_223366	hypothetical,protein	3300010267	Switchgrass,degrading,microbial,communities,from,high,solid,loading,bioreactors,in,New,Hampshire,,USA,-,12_48_3.3_201_A2,metaG,(*),(MER-FS),(assembled)	1	
3300019374,assembled,Ga0394089_02566_1423_3102	Ga0394089_02566_1423_3102	hypothetical,protein	3300019374	Goat,fecal,pellet,enrichment,culture,fungal,communities,from,Isla,Vista,,California,,USA,-,Reed,Canary,Grass,,Gen0,,Rep,3,(*),(MER-FS),(assembled)	1	
3300035492,assembled,Ga0568923_0164304_2_1636	Ga0568923_0164304_2_1636	hypothetical,protein	3300035492	Tar,microbial,communities,from,Pitch,Lake,,Trinidad,and,Tobago,-,PitchLake_TarA_star,(*),(MER-FS),(assembled)	1	
3300038321,assembled,Ga0377216_058725_1_1545	Ga0377216_058725_1_1545	hypothetical,protein	3300038321	Liquor,fermentation,pit,mud,microbial,communities,from,Mianyang,,China,-,Meta-8-3-20-T,(*),(MER-FS),(assembled)	1	
3300028603,assembled,Ga0153915_100396921	Ga0153915_100396921	hypothetical,protein	3300028603	Leachate,microbial,communities,from,a,municipal,landfill,in,Southern,Ontario,,Canada,-,Leachate,well,138R,(*),(MER-FS),(assembled)	1	
3300046685,assembled,JGI20130J15133_100033938	JGI20130J15133_100033938	hypothetical,protein	3300046685	Peat,soil,microbial,communities,from,Stordalen,Mire,,Sweden,-,718,AvC-C1,40-44,(*),(MER-FS),(assembled)	1	
3300029813,assembled,Ga0503122_001644_12777_14492	Ga0503122_001644_12777_14492	hypothetical,protein	3300029813	Marine,sediment,microbial,communities,from,Washington,margin,,Washington,,USA,-,Site,8,Core,34,(*),(MER-FS),(assembled)	1	
3300041663,assembled,Ga0377210_000367_21866_23527	Ga0377210_000367_21866_23527	hypothetical,protein	3300041663	Fecal,microbial,community,from,a,dairy,cow,Lincoln,,Canterbury,,New,Zealand,-,F17_46,MetaG,(*),(MER-FS),(assembled)	1	
3300045917,assembled,Ga0499529_002618_8234_9886	Ga0499529_002618_8234_9886	hypothetical,protein	3300045917	Anaerobic,lagoon,sludge,microbial,community,from,a,pulp,and,paper,mill,in,Alberta,,Canada,-,WF171204,pb_HMSP,(*),(MER-FS),(assembled)	1	
3300045917,assembled,Ga0134844_10091216	Ga0134844_10091216	hypothetical,protein	3300045917	Anaerobic,lagoon,sludge,microbial,community,from,a,pulp,and,paper,mill,in,Alberta,,Canada,-,WF171204,pb_HMSP,(*),(MER-FS),(assembled)	1	
3300035200,assembled,Ga0466713_155323_8428_9984	Ga0466713_155323_8428_9984	hypothetical,protein	3300035200	Sediment,microbial,communities,from,wetland,pond,in,Xixi,Nat.,Park,in,Hangzhou,,Zhejiang,,China,-,12,(*),(MER-FS),(assembled)	1	
3300012931,assembled,Ga0326724_0168716_1_1275	Ga0326724_0168716_1_1275	hypothetical,protein	3300012931	Freshwater,wetland,microbial,communities,from,Ohio,,USA,-,Open,water,3,Core,3,Depth,3,metaG,(*),(MER-FS),(assembled)	1	
3300018020,assembled,Ga0209394_10063152	Ga0209394_10063152	hypothetical,protein	3300018020	Peatland,microbial,communities,from,SPRUCE,experiment,site,at,the,Marcell,Experimental,Forest,,Minnesota,,USA,-,June2016WEW_10_100,(*),(MER-FS),(assembled)	1	
3300048657,assembled,Ga0209066_100296635	Ga0209066_100296635	hypothetical,protein	3300048657	Euxinic,sediment,microbial,communities,from,Lake,Cadagno,,Ticino,,Switzerland,-,SOL_1_50,(*),(MER-FS),(assembled)	1	
3300005261,assembled,Ga0116162_100017737	Ga0116162_100017737	hypothetical,protein	3300005261	Freshwater,pond,sediment,microbial,communities,from,Midddleton,WI,,HA,3/4,enriched,by,Glucose,under,anaerobic,conditions,-HA,Sample,2,(*),(MER-FS),(assembled)	1	
3300009775,assembled,Ga0315275_100994981	Ga0315275_100994981	hypothetical,protein	3300009775	Active,sludge,microbial,communities,of,municipal,wastewater-treating,anaerobic,digesters,from,Hong,Kong,-,AD_UKC109_MetaG,(*),(MER-FS),(assembled)	1	
3300026450,assembled,Ga0265295_10842931	Ga0265295_10842931	hypothetical,protein	3300026450	Peat,soil,microbial,communities,from,Stordalen,Mire,,Sweden,-,P.F.S.T25,(*),(MER-FS),(assembled)	1	
3300022877,assembled,Ga0480573_000020_101022_102710	Ga0480573_000020_101022_102710	hypothetical,protein	3300022877	Peat,soil,microbial,communities,from,Stordalen,Mire,,Sweden,-,C.B.S.T0,(*),(MER-FS),(assembled)	1	
3300038318,assembled,Ga0334889_100005420	Ga0334889_100005420	hypothetical,protein	3300038318	Liquor,fermentation,pit,mud,microbial,communities,from,Mianyang,,China,-,Meta-8-1-20-B,(*),(MER-FS),(assembled)	1	
3300026364,assembled,Ga0272444_102301991	Ga0272444_102301991	hypothetical,protein	3300026364	Peat,soil,microbial,communities,from,Stordalen,Mire,,Sweden,-,P.F.S.T50,(*),(MER-FS),(assembled)	1	
3300027852,assembled,2231279928	2231279928	hypothetical,protein	3300027852	Oil,polluted,marine,microbial,communities,from,Coal,Oil,Point,,Santa,Barbara,,California,,USA,-,Sample,7,(SPAdes),(version,2),(*),(MER-FS),(assembled)	1	
3300025714,assembled,Ga0334897_000011_26926_28578	Ga0334897_000011_26926_28578	hypothetical,protein	3300025714	Active,sludge,microbial,communities,of,municipal,wastewater-treating,anaerobic,digesters,from,USA,-,AD_UKC085_MetaG,(SPAdes),(version,2),(*),(MER-FS),(assembled)	1	
3300033983,assembled,Ga0209718_100110414	Ga0209718_100110414	hypothetical,protein	3300033983	Lab,enriched,peat,soil,microbial,communities,from,McLean,,Ithaca,,NY,,United,States,-,MB23AN,SIP,fraction,(*),(MER-FS),(assembled)	1	
3300033173,assembled,Ga0377233_005098_19038_20717	Ga0377233_005098_19038_20717	hypothetical,protein	3300033173	Sludge,microbial,communities,from,methane-producing,bioreactor,in,Wageningen,University,,Netherlands,-,Granular,Sludge_8_08-R1,(*),(MER-FS),(assembled)	1	
3300035381,assembled,Ga0209204_100010118	Ga0209204_100010118	hypothetical,protein	3300035381	Wastewater,microbial,community,from,oil,sands,tailing,pond,near,Ft.,McMurray,,Canada,-,18E_3c_20_8,mgh,(*),(MER-FS),(assembled)	1	
