taxon_oid	NCBI Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID	NCBI Phylum	NCBI Class	NCBI Order	NCBI Family	NCBI Genus	NCBI Species	GTDB Domain	GTDB Phylum	GTDB Class	GTDB Order	GTDB Family	GTDB Genus	GTDB Species	ANI Cluster ID	ANI Cluster Type	IMG Release/Pipeline Version	IMG Submission ID	GOLD Analysis Project ID	GOLD Analysis Project Type	GOLD Sequencing Project ID	GOLD Study ID	Add Date	Assembly Method	Comments	Funding Agency	High Quality	Has Coverage	Is Public	NCBI Taxon ID	Public Release Date	NCBI Strain	Submission Type	User Access	Alternative Contact Email	Alternative Contact Name	Alternative2 Contact Emails	Alternative2 Contact Names	Contact Email	Contact Name	Award DOI	Funding Program	Funding Year	Is Published	PMO Project ID	Pubmed ID	GenBank Anomalous Assembly	Genbank Anomalous Reason	NCBI Assembly Accession	NCBI Bioproject Accession	NCBI Biosample Accession	NCBI GenBank ID	Sequencing Depth	Sequencing Method	Sequencing Quality	Sequencing Status	Sequencing Strategy	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Specific Ecosystem	Biotic Relationships	Cell Arrangement	Cell Shape	Culture Type	Cultured	Diseases	Energy Source	Gram Staining	Metabolism	Motility	Oxygen Requirement	Phenotype	Relevance	Sporulation	Temperature Range	Type Strain	Uncultured Type	Altitude In Meters	Chlorophyll Concentration	Depth In Meters	Elevation In Meters	Geographic Location	Habitat	Isolation	Isolation Country	Latitude	Longhurst Code	Longhurst Description	Longitude	Nitrate Concentration	Oxygen Concentration	pH	Pressure	Salinity	Salinity Concentration	Sample Collection Date	Sample Collection Temperature	Subsurface In Meters	HMP ID	Hospital Visits	Host Gender	Host Name	Medical Record Number	Sample Body Site	Sample Body Subsite	Proportal Ecotype	Proportal Isolation	Proportal Ocean	Proportal Station	Proportal WOA Dissolved Oxygen	Proportal WOA Nitrate	Proportal WOA Phosphate	Proportal WOA Salinity	Proportal WOA Silicate	Proportal WOA Temperature	Genome Size  * assembled	Gene Count  * assembled	Scaffold Count  * assembled	Genome MetaBAT Bin Count  * assembled	Genome EukCC Bin Count  * assembled	CRISPR Count  * assembled	GC Count  * assembled	GC  * assembled	Coding Base Count  * assembled	Coding Base Count %  * assembled	CDS Count  * assembled	CDS %  * assembled	RNA Count  * assembled	RNA % * assembled	rRNA Count  * assembled	5S rRNA Count  * assembled	16S rRNA Count  * assembled	18S rRNA Count  * assembled	23S rRNA Count  * assembled	28S rRNA Count  * assembled	tRNA Count  * assembled	Other RNA Count  * assembled	Unchar Count	Unchar %	w/ Func Pred Count  * assembled	w/ Func Pred %  * assembled	w/o function prediction * assembled	w/o function prediction % * assembled	Paralogs Count	Paralogs %	COG Count  * assembled	COG %  * assembled	KOG Count	KOG %	Pfam Count  * assembled	Pfam %  * assembled	TIGRfam Count  * assembled	TIGRfam %  * assembled	Enzyme Count  * assembled	Enzyme %  * assembled	KEGG Count  * assembled	KEGG %  * assembled	Not KEGG Count  * assembled	Not KEGG %  * assembled	KO Count  * assembled	KO %  * assembled	Not KO Count  * assembled	Not KO %  * assembled	MetaCyc Count  * assembled	MetaCyc %  * assembled	Not MetaCyc Count  * assembled	Not MetaCyc %  * assembled	Signal Peptide Count	Signal Peptide %	Transmembrane Count	Transmembrane %	Horizontally Transferred Count	Horizontally Transferred %	Paralog Group Count	COG Cluster Count  * assembled	KOG Cluster Count	Pfam Cluster Count  * assembled	TIGRfam Cluster Count  * assembled	SMC Biosynthetic Gene Cluster Count * assembled	Predicted Viruses	Predicted Plasmids	Estimated Number of Genomes * assembled	Estimated Average Genome Size * assembled	Estimated number of genomes - Marker genes average * assembled	Estimated number of genomes - Marker genes median * assembled	Estimated number of genomes - Marker genes mode * assembled	Standard deviation of marker gene counts * assembled	CheckM2 Completeness	CheckM2 Contamination	JGI Project ID / ITS SP ID	ITS AP ID	ITS SP ID	ITS Proposal ID	ITS Proposal Name	SRA ID	SRA Run	JGI Data Utilization Status	GPTS Proposal ID	Number of Filtered Reads  * assembled	Number of Mapped Reads  * assembled	% Assembled Reads  * assembled	Total Filtered Bases  * assembled	Total Mapped Bases  * assembled	Average Coverage of Assembled Sequences  * assembled
2657244981	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 1.H.M.2.2	University of Illinois, Urbana-Champaign	2657244981	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	582	clique	IMG Annotation Pipeline v.4.10.0	81212	Ga0109792	Genome Analysis (Isolate)	Gp0130424	Gs0118159	2016-03-23	IDBA-UD v. 1.1.0			Yes	No	Yes	2209	2016-03-23	1.H.M.2.2	Primary											No			No		GCA_000979275.1	PRJNA242781	SAMN02708939	JJQV00000000		Illumina HiSeq		Complete	Whole Genome Sequencing									Isolate	Yes								Evolution									Columbia River Estuary, north of Astoria, Oregon		sediment																																4079868	3578	150			8	1695963	41.58	3094260	75.86	3512	98.16	66	1.84	5	3	1		1		54	7			2426	67.8	1086	30.35	1038	29.01	2137	59.73	523	14.62	2585	72.25	942	26.33	851	23.78	887	24.79	2625	73.37	1621	45.3	1891	52.85	743	20.77	2769	77.39	146	4.08	874	24.43				1314	391	1622	722										99.98	1.57	0					SRX513712									
2993744746	Archaea	Permanent Draft	Genome sequencing of Methanofervidicoccus abyssi HHB	Methanofervidicoccus abyssi HHB	Japan Agency for Marine-Earth Science and Technology	2993744746	Euryarchaeota	Methanococci	Methanococcales	unclassified	Methanofervidicoccus	Methanofervidicoccus abyssi	Archaea	Methanobacteriota	Methanococci	Methanococcales	Methanococcaceae	Methanofervidicoccus	Methanofervidicoccus abyssi	27306	singleton	IMG Annotation Pipeline v.5.1.13	290439	Ga0452293	Genome Analysis (Isolate)	Gp0504223	Gs0149645	2023-01-04	CLC genomic workbench v. 10.0			Yes	No	Yes	2082189	2023-01-04	HHB	Primary											Yes		30843780	No		GCA_004310395.1	PRJDB6741	SAMD00112196	BFAX00000000		Illumina MiSeq		Complete	Whole Genome Sequencing									Isolate	Yes								Environmental			Yes						Atlantic Ocean:Caribbean Sea, Cayman trench			Atlantic Ocean	18.3764			-81.7982																											1308147	1321	5			0	461181	35	1100258	84.11	1279	96.82	42	3.18	5	2	1	0	2	0	35	2	0	0	1134	85.84	145	10.98	104	7.87	1173	88.8			1118	84.63	515	38.99	521	39.44	557	42.17	722	54.66	911	68.96			477	36.11	802	60.71	7	.53	208	15.75	50	3.79		1005		1046	490										99.67	.04	0														
8061961706	Archaea	Finished	Methanofervidicoccus sp. A16	Methanofervidicoccus sp. A16	Third Institute of Oceanography, State Oceanic Administration	8061961706	Euryarchaeota	Methanococci	Methanococcales	unclassified	Methanofervidicoccus	Methanofervidicoccus sp. A16	Archaea	Methanobacteriota	Methanococci	Methanococcales	Methanococcaceae	Methanofervidicoccus	Methanofervidicoccus sp003351865	43012	singleton	IMG Annotation Pipeline v.5.1.17	319607	Ga0486590	Genome Analysis (Isolate)	Gp0547106	Gs0152615	2023-11-07	HGAP v. 2.0			Yes	No	Yes	2607662	2023-11-07	A16	Primary											Yes		32222383	No		GCA_003351865.1	PRJNA391986	SAMN07281457	CP022242		PacBio RS II	Level 6: Finished	Complete	Whole Genome Sequencing	Environmental	Aquatic	Hydrothermal vents	Marine	Unclassified				Isolate	Yes						Anaerobe		Environmental							2295		Atlantic Ocean: Caribbean Sea, Von Damm vent field (Hole to Hell site) at the Mid Cayman spreading center		deep-sea hydrothermal vent chimney	Atlantic Ocean	18.226			-81.4789																											1504113	1387	1			0	528013	35.1	1192809	79.3	1342	96.76	45	3.24	6	2	2	0	2	0	36	3	0	0	1192	85.94	150	10.81	147	10.6	1230	88.68			1181	85.15	537	38.72	532	38.36	575	41.46	767	55.3	952	68.64			488	35.18	854	61.57	9	.65	237	17.09	39	2.81		1031		1087	508										99.92	.01	0														
2987171229	Archaea	Permanent Draft	Methanoculleus horonobensis T10	Methanoculleus horonobensis T10		2987171229	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus horonobensis	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus horonobensis	26983	singleton	IMG Annotation Pipeline v.5.1.11	288803	Ga0588412	Genome Analysis (Isolate)	Gp0139332	Gs0118709	2022-12-09	SPAdes Genome Assembler v. 3.5.0			Yes	No	Yes	528314	2022-12-09	T10	Primary		benbear.xe@gmail.com	Sheng-Chung Chen	mclai01@gmail.com; benbear.xe@gmail.com	Mei-Chin Lai; Sheng-Chung Chen	mclai01@gmail.com; benbear.xe@gmail.com	Mei-Chin Lai; Sheng-Chung Chen				Yes		27034500	No		GCA_001602375.1	PRJDB4449	SAMD00044723	BCNY00000000		Illumina MiSeq	Level 2: High-Quality Draft	Complete	Whole Genome Sequencing	Environmental	Aquatic	Groundwater	Freshwater	Unclassified				Isolate	Yes								Bioenergy			Yes								groundwater	Japan																															2445352	2544	10			0	1517131	62	2166008	88.58	2484	97.64	60	2.36	8	2	3	0	3	0	49	3	0	0	1944	76.42	540	21.23	518	20.36	1964	77.2			1933	75.98	735	28.89	760	29.87	777	30.54	1707	67.1	1315	51.69			668	26.26	1816	71.38	106	4.17	577	22.68	51	2		1286		1424	582										99.88	.74	0														
2681813124	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 2.F.T.2.6	University of Illinois, Urbana-Champaign	2681813124	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	582	clique	IMG Annotation Pipeline v.4.11.4	90292	Ga0106549	Genome Analysis (Isolate)	Gp0130433	Gs0118159	2016-06-30	IDBA-UD v. 1.1.0			Yes	No	Yes	2209	2016-06-30	2.F.T.2.6	Primary											No			No		GCA_000978955.1	PRJNA242781	SAMN02708974	JJOU00000000		Illumina HiSeq		Complete	Whole Genome Sequencing									Isolate	Yes								Evolution									Columbia River Estuary, north of Astoria, Oregon		sediment																																4053120	3608	224			5	1686493	41.61	3072426	75.81	3540	98.12	68	1.88	6	4	1		1		53	9			2446	67.79	1094	30.32	1054	29.21	2146	59.48	519	14.38	2610	72.34	936	25.94	856	23.73	890	24.67	2650	73.45	1627	45.09	1913	53.02	753	20.87	2787	77.25	156	4.32	893	24.75	3	.08		1321	388	1610	721										99.98	1.66	0					SRX513722									
2681813131	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 3.H.T.1A.1	University of Illinois, Urbana-Champaign	2681813131	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	582	clique	IMG Annotation Pipeline v.4.11.4	90299	Ga0109771	Genome Analysis (Isolate)	Gp0130454	Gs0118159	2016-06-30	IDBA-UD v. 1.1.0			Yes	No	Yes	2209	2016-06-30	3.H.T.1A.1	Primary											No			No		GCA_000979815.1	PRJNA242781	SAMN02708955	JJPY00000000		Illumina HiSeq		Complete	Whole Genome Sequencing									Isolate	Yes								Evolution									Columbia River Estuary, north of Astoria, Oregon		sediment																																4072284	3571	123			9	1691484	41.54	3086277	75.8	3502	98.07	69	1.93	5	3	1		1		54	10			2418	67.71	1084	30.36	1020	28.56	2150	60.21	520	14.56	2575	72.11	939	26.3	866	24.25	883	24.73	2619	73.34	1632	45.7	1870	52.37	761	21.31	2741	76.76	157	4.4	869	24.33	1	.03		1323	392	1611	726										99.99	1.43	0					SRX513752									
2799112909	Archaea	Permanent Draft	Rumen microbial communities from cattle in Beef and Sheep Research Centre of Scotland?s Rural College (SRUC), Edinburgh, United Kingdom	Methanobrevibacter sp. RUG492	The Roslin Institute	2799112909	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	uncultured Methanobrevibacter sp.	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter_A	Methanobrevibacter_A sp900319535			IMG Annotation Pipeline v.4.16.4	198145	Ga0313774	Metagenome-Assembled Genome	Gp0304284	Gs0134238	2018-09-26				No	No	Yes	253161	2018-09-26	RUG492	Primary											No			No		GCA_900319535.1			ONOR00000000															No												Metagenomic																																							2038501	2127	200			2	634558	31.13	1818469	89.22	2083	97.93	44	2.07	1				1		38	5			1444	67.89	639	30.04	501	23.55	1176	55.29	356	16.74	1512	71.09	589	27.69	551	25.91	557	26.19	1526	71.74	950	44.66	1133	53.27	486	22.85	1597	75.08	45	2.12	444	20.87	76	3.57		887	281	1174	502		2								85.66	5.81	0														
2524023089	Archaea	Permanent Draft	Methanobrevibacter ruminantium YE286	Methanobrevibacter ruminantium YE286	Macrogen	2524023089	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter ruminantium	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Unclassified				14039	Ga0012773	Genome Analysis (Isolate)	Gp0035230	Gs0017649	2013-04-19	Newbler	released per Rekha		No	No	Yes	634498	2017-07-17	YE286	Primary		carly.rosewarne@gmail.com	Carly Rosewarne	carly.rosewarne@csiro.au	Carly P. Rosewarne	carly.rosewarne@csiro.au	Carly Rosewarne, Carly P. Rosewarne				No										454		Complete	Whole Genome Sequencing	Host-associated	Mammals	Stomach	Digestive system	Rumen				Isolate	Yes											Unknown						UQ Gatton	Animal gastrointestinal tract	cattle rumen	Australia	-27.55			152.28													Bos indicus														1816712	1728	15			1	583809	32.14	1509858	83.11	1686	97.57	42	2.43	4	3			1		34	4			1288	74.54	398	23.03	114	6.6	1167	67.53	379	21.93	1374	79.51	573	33.16	572	33.1	600	34.72	1086	62.85	979	56.66	707	40.91	519	30.03	1167	67.53	33	1.91	379	21.93	55	3.18	54	954	325	1181	555										99.02	.15	0														
2515075008	Archaea	Permanent Draft	Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA)	Methanolobus tindarius DSM 2278	DOE Joint Genome Institute  (JGI)	2515075008	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus tindarius	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus tindarius	13944	singleton		9393	Ga0025220	Genome Analysis (Isolate)	Gp0003614	Gs0000117	2012-06-29	Unknown program v. before 2012-06-04		DOE; DSMZ	Yes	No	Yes	1090322	2012-06-29	DSM 2278	Primary		NCKyrpides@lbl.gov	Nikos Kyrpides	jonathan.eisen@gmail.com; phugenholtz@gmail.com; nckyrpides@lbl.gov; hans-peter.klenk@ncl.ac.uk	Jonathan Eisen; Phil Hugenholtz; Nikos Kyrpides; Hans-Peter Klenk	jonathan.eisen@gmail.com	Jonathan Eisen	10.46936/10.25585/60007347	CSP	2011	Yes	97916	28604660	No		GCA_000504205.1	PRJNA81435	SAMN02597164	AZAJ00000000	Unknown	454, Sanger	Level 2: High-Quality Draft	Complete	Whole Genome Sequencing	Environmental	Aquatic	Unclassified	Sediment	Unclassified	Free living		Coccus-shaped	Isolate	Yes	None		Gram-	Methanogen		Anaerobe		GEBA, Tree of Life		Mesophile	Yes						Sediment from Lakes of Marinello, Italy	Aquatic, Sediment	Sediment from Lakes of Marinello, Italy	Italy	38.132591			15.05422								25 C																			3151883	3022	1			3	1254128	39.79	2787690	88.45	2957	97.85	65	2.15	9	3	3		3		50	6			2106	69.69	851	28.16	441	14.59	1872	61.95	517	17.11	2226	73.66	896	29.65	758	25.08	826	27.33	2131	70.52	1429	47.29	1528	50.56	668	22.1	2289	75.74	163	5.39	782	25.88	195	6.45	189	1242	408	1571	718										99.99	.09	97916	1377405		323	Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project			Unrestricted	300647						
2634166298	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Methanoculleus thermophilus DSM 2373	DOE Joint Genome Institute  (JGI)	2634166298	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus thermophilus	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus thermophilus	8403	clique		71491	Ga0074815	Genome Analysis (Isolate)	Gp0116609	Gs0103574	2015-10-08	ALLPATHS v. r46652			Yes	No	Yes	1122231	2015-10-17	DSM 2373	Primary				hans-peter.klenk@ncl.ac.uk; markus.goeker@dsmz.de	Hans-Peter Klenk; Markus Goker	hans-peter.klenk@ncl.ac.uk, hans-peter.klenk@ncl.ac.uk; markus.goeker@dsmz.de	Hans-Peter Klenk, Hans-Peter Klenk; Markus Goker	10.46936/10.25585/60001024	CSP	2013	Yes		27034500	No		GCA_900101055.1	PRJNA303693	SAMN04488571	FNFT00000000		Illumina HiSeq 2500-1TB	Level 1: Standard Draft	Complete	Whole Genome Sequencing	Host-associated	Plants	Unclassified	Unclassified	Unclassified		Pairs, Singles	Coccus-shaped	Isolate	Yes			Gram-		Nonmotile	Anaerobe			Nonsporulating	Thermophile	Yes							Sediment	effluent channel of nuclear power plant								7																								2217720	2320	21			1	1315704	59.33	1957394	88.26	2250	96.98	70	3.02	11	5	3		3		56	3			1672	72.07	578	24.91	293	12.63	1503	64.78	422	18.19	1794	77.33	704	30.34	673	29.01	706	30.43	1544	66.55	1198	51.64	1052	45.34	598	25.78	1652	71.21	94	4.05	523	22.54	120	5.17		1102	346	1358	608										99.56	.24	1068498	1068007	1068498	1067	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II: from individual species to whole genera"	SRX2142871		Unrestricted							
2939863574	Archaea	Finished	Complete genome of Methanogenium sp. S4BF	Methanogenium sp. S4BF	Genomics BioSci & Tech Co., Ltd..	2939863574	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanogenium	Methanogenium sp. S4BF	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanogenium	Unclassified	10101	clique	IMG Annotation Pipeline v.5.1.1	260543	Ga0526382	Genome Analysis (Isolate)	Gp0612093	Gs0156563	2022-02-15	Hifiasm v. 0.8			Yes		Yes	1789226	2022-02-15	S4BF	Reanalysis		benbear.xe@gmail.com	Sheng-Chung Chen	benbear.xe@gmail.com	Sheng-Chung Chen	benbear.xe@gmail.com	Sheng-Chung Chen				No						PRJNA797174	SAMN24966983			PacBio Sequel	Level 6: Finished	Complete	Whole Genome Sequencing	Environmental	Aquatic	Mud volcano	Marine	Sediment				Isolate	Yes															-461		Taiwan: offshore southwestern Taiwan island		marine mud volcano sediment	Taiwan	22.144167			120.323833									1.56																		2513916	2497	1			4	1304324	52	2227839	88.62	2432	97.4	65	2.6	13	5	4	0	4	0	49	3	0	0	1829	73.25	603	24.15	400	16.02	1843	73.81			1812	72.57	704	28.19	683	27.35	701	28.07	1731	69.32	1225	49.06			600	24.03	1832	73.37	118	4.73	607	24.31	168	6.73		1254		1383	581										99.85	.87	0					SRX13801980									
2756170388	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Methanimicrococcus blatticola DSM 13328	DOE Joint Genome Institute  (JGI)	2756170388	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanimicrococcus	Methanimicrococcus blatticola	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanimicrococcus	Methanimicrococcus blatticola	7920	clique	IMG Annotation Pipeline v.4.15.2	158595	Ga0215689	Genome Analysis (Isolate)	Gp0251965	Gs0131304	2017-10-26	spades v. 3.10.1			Yes	No	Yes	91560	2017-11-07	DSM 13328	Primary				hans-peter.klenk@ncl.ac.uk; markus.goeker@dsmz.de	Hans-Peter Klenk; Markus Goker	markus.goeker@dsmz.de	Markus Goker	10.46936/10.25585/60001087	CSP	2017	No			No		GCA_004363215.1	PRJNA439858	SAMN08769569	SNYS00000000		Illumina HiSeq 2500-1TB	Level 1: Standard Draft	Complete	Whole Genome Sequencing	Host-associated	Arthropoda: Insects	Hindgut	Digestive system	Unclassified				Isolate	Yes											Yes								Hindgut of the cockroach	Netherlands																	Periplaneta americana														1783317	1615	13				748624	41.98	1462799	82.04	1561	96.66	54	3.34	6	4	1		1		45	3			1155	71.52	406	25.14	220	13.62	1035	64.09	324	20.06	1209	74.86	538	33.31	484	29.97	538	33.31	1023	63.34	847	52.45	714	44.21	429	26.56	1132	70.09	70	4.33	230	14.24	352	21.8		872	284	1108	511										81.94	0	1156604	1156474	1156604	502982	The One Thousand Microbial Genomes Phase 4 Project (KMG-4) -- sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	SRX4011439		Unrestricted							
8098336647	Archaea		Rumen microbial communities from cattle in Penicuik, Scotland, United Kingdom	Unclassified methanogenic archaeon RUG10898		8098336647	Euryarchaeota	Methanomicrobia	Methanomicrobiales	unclassified	unclassified	methanogenic archaeon	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified			IMG Annotation Pipeline v.5.2.1	337031	Ga0642347	Metagenome-Assembled Genome	Gp0580029	Gs0154273	2024-03-22				No	No	Yes	1903525	2024-03-22	RUG10898	Primary											No			No		GCA_902763685.1			CACWTF000000000															No												Metagenomic																																							1538546	1668	89			0	863828	56.15	1418391	92.2	1610	96.52	52	3.12	5	3	1	0	1	0	45	2	6	.36	1278	76.62	332	19.9	212	12.71	1268	76.02			1201	72	480	28.78	506	30.34	532	31.89	1078	64.63	869	52.1			449	26.92	1161	69.6	23	1.38	274	16.43	1381	82.79		937		1004	432												0														
2703719067	Archaea	Permanent Draft	Subsurface microbial communities from deep shales in Ohio and West Virginia, USA	Methanohalophilus euhalobius WG-1MB	DOE Joint Genome Institute  (JGI)	2703719067	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus euhalobius	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus euhalobius	10866	clique	IMG Annotation Pipeline v.4.12.1	101036	Ga0139041	Genome Analysis (Isolate)	Gp0157083	Gs0118431	2016-11-04	spades v. 3.6.2			Yes	No	Yes	51203	2016-11-22	WG-1MB	Primary				kwrighton@gmail.com; mike.wilkins@colostate.edu; Paula.Mouser@unh.edu	Kelly Wrighton; Michael Wilkins; Paula Mouser	kwrighton@gmail.com	Kelly Wrighton	10.46936/10.25585/60001053	CSP	2016	No			No		GCA_900215215.1	PRJNA370006	SAMN06295989	OBDR00000000		Illumina MiSeq	Level 1: Standard Draft	Complete	Whole Genome Sequencing									Isolate	Yes													2000				USA: Ohio			USA	40.178			-81.073																											1940298	2096	27			5	817323	42.12	1717414	88.51	2040	97.33	56	2.67	5	3	1		1		46	5			1507	71.9	533	25.43	364	17.37	1387	66.17	406	19.37	1615	77.05	716	34.16	656	31.3	675	32.2	1365	65.12	1143	54.53	897	42.8	590	28.15	1450	69.18	56	2.67	359	17.13	34	1.62		1058	337	1309	652										99.96	.98	1120092	1120077	1120092	1931	Life in the extreme deep terrestrial subsurface: microbial metabolism before and after shale gas extraction	SRX3015067		Unrestricted							
8082924321	Archaea		Rumen microbial communities from cattle in Penicuik, Scotland, United Kingdom	Methanobrevibacter sp. RUG14366		8082924321	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	uncultured Methanobrevibacter sp.	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified			IMG Annotation Pipeline v.5.2.1	330623	Ga0640228	Metagenome-Assembled Genome	Gp0580202	Gs0154273	2024-02-15				No	No	Yes	253161	2024-02-15	RUG14366	Primary											No			No		GCA_902798405.1			CADBWN000000000															No												Metagenomic																																							1836105	2036	260			3	569141	31.02	1653269	90.1	2008	98.62	26	1.28	1	0	1	0	0	0	24	1	2	.1	1545	75.88	463	22.74	342	16.8	1553	76.28			1471	72.25	533	26.18	512	25.15	515	25.29	1493	73.33	859	42.19			454	22.3	1554	76.33	52	2.55	429	21.07	21	1.03		1074		1131	444												0														
2684622742	Archaea	Permanent Draft	Sequencing of Methanobrevibacter genomes	Methanobrevibacter curvatus DSM11111	Goettingen Genomics Laboratory	2684622742	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter curvatus	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter_D	Methanobrevibacter_D curvatus	17593	singleton	IMG Annotation Pipeline v.4.11.4	90865	Ga0126275	Genome Analysis (Isolate)	Gp0146557	Gs0120329	2016-07-12	SPAdes v. 3.7.0			Yes	No	Yes	49547	2016-07-12	DSM11111	Primary		g2l.info@gwdg.de	G2L@ Goettingen								Yes		27340077	No		GCA_001639295.1	PRJNA318764	SAMN04867343	LWMV00000000		Illumina, Illumina MiSeq	Level 2: High-Quality Draft	Complete	Whole Genome Sequencing	Host-associated	Arthropoda: Insects	Gut	Digestive system	Unclassified				Isolate	Yes											Yes						USA, Michigan, Dansville		hindgut of subterranean termite, Reticulitermes flavipes	USA																															2380562	2007	187			4	610948	25.66	1833185	77.01	1966	97.96	41	2.04	4	2	1		1		34	3			1405	70	561	27.95	474	23.62	1144	57	334	16.64	1503	74.89	627	31.24	551	27.45	564	28.1	1402	69.86	962	47.93	1004	50.02	498	24.81	1468	73.14	48	2.39	391	19.48	82	4.09		930	289	1170	559										94.07	0	0														
8082995509	Archaea		Rumen microbial communities from cattle in Penicuik, Scotland, United Kingdom	Methanobrevibacter sp. RUG12567		8082995509	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	uncultured Methanobrevibacter sp.	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified			IMG Annotation Pipeline v.5.2.1	330656	Ga0640193	Metagenome-Assembled Genome	Gp0580143	Gs0154273	2024-02-15				No	No	Yes	253161	2024-02-15	RUG12567	Primary											No			No		GCA_902780425.1			CACZFJ000000000															No												Metagenomic																																							1761777	1855	142			2	566220	32.14	1451755	82.41	1823	98.27	31	1.67	5	2	1	0	2	0	25	1	1	.05	1422	76.66	401	21.62	212	11.43	1424	76.77			1331	71.75	508	27.39	486	26.2	534	28.79	1289	69.49	856	46.15			440	23.72	1383	74.56	43	2.32	400	21.56	19	1.02		1038		1114	456												0														
