312,Ga0074260_108,3300005373,3300005373 assembled Ga0074260_10836,Ga0074260_10836,"Methyl coenzyme M reductase, alpha subunit","Marine sediment archaeal communities from Eel River Basin, California, USA (*) (MER-FS) (assembled)",1,230,NA,*Microbiome,Permanent Draft,"Marine sediment archaeal communities from Eel River Basin, California, USA","Marine sediment archaeal communities from Eel River Basin, California, USA",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Neritic zone,Unclassified,"Marine sediment archaeal communities from Eel River Basin, California, USA",NA,NA,NA,NA,NA,NA,NA,,,,Complete,Metagenome,Environmental,Aquatic,Neritic zone/Coastal water,Marine,Unclassified,Marine sediment,,,,NA,2116258,2403,3300005373 assembled Ga0074260_108,3300005373,assembled,"Marine sediment archaeal communities from Eel River Basin, California, USA (*)",42,37604,,,,,,,,,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Neritic zone,Unclassified,Marine sediment,
313,Ga0074260_112,3300005373,3300005373 assembled Ga0074260_1121,Ga0074260_1121,"Methyl coenzyme M reductase, alpha subunit","Marine sediment archaeal communities from Eel River Basin, California, USA (*) (MER-FS) (assembled)",1,230,NA,*Microbiome,Permanent Draft,"Marine sediment archaeal communities from Eel River Basin, California, USA","Marine sediment archaeal communities from Eel River Basin, California, USA",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Neritic zone,Unclassified,"Marine sediment archaeal communities from Eel River Basin, California, USA",NA,NA,NA,NA,NA,NA,NA,,,,Complete,Metagenome,Environmental,Aquatic,Neritic zone/Coastal water,Marine,Unclassified,Marine sediment,,,,NA,2116258,2403,3300005373 assembled Ga0074260_112,3300005373,assembled,"Marine sediment archaeal communities from Eel River Basin, California, USA (*)",34,37726,Archaea,,,,,,,Archaea,52,Archaea,,,,,,,Archaea,52,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Neritic zone,Unclassified,Marine sediment,
314,Ga0074260_117,3300005373,3300005373 assembled Ga0074260_1176,Ga0074260_1176,"Methyl coenzyme M reductase, alpha subunit","Marine sediment archaeal communities from Eel River Basin, California, USA (*) (MER-FS) (assembled)",1,230,NA,*Microbiome,Permanent Draft,"Marine sediment archaeal communities from Eel River Basin, California, USA","Marine sediment archaeal communities from Eel River Basin, California, USA",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Neritic zone,Unclassified,"Marine sediment archaeal communities from Eel River Basin, California, USA",NA,NA,NA,NA,NA,NA,NA,,,,Complete,Metagenome,Environmental,Aquatic,Neritic zone/Coastal water,Marine,Unclassified,Marine sediment,,,,NA,2116258,2403,3300005373 assembled Ga0074260_117,3300005373,assembled,"Marine sediment archaeal communities from Eel River Basin, California, USA (*)",34,33603,,,,,,,,,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Neritic zone,Unclassified,Marine sediment,
315,Ga0074260_124,3300005373,3300005373 assembled Ga0074260_1243,Ga0074260_1243,"Methyl coenzyme M reductase, alpha subunit","Marine sediment archaeal communities from Eel River Basin, California, USA (*) (MER-FS) (assembled)",1,230,NA,*Microbiome,Permanent Draft,"Marine sediment archaeal communities from Eel River Basin, California, USA","Marine sediment archaeal communities from Eel River Basin, California, USA",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Neritic zone,Unclassified,"Marine sediment archaeal communities from Eel River Basin, California, USA",NA,NA,NA,NA,NA,NA,NA,,,,Complete,Metagenome,Environmental,Aquatic,Neritic zone/Coastal water,Marine,Unclassified,Marine sediment,,,,NA,2116258,2403,3300005373 assembled Ga0074260_124,3300005373,assembled,"Marine sediment archaeal communities from Eel River Basin, California, USA (*)",29,29650,Archaea,Euryarchaeota,,,,,,Archaea; Euryarchaeota,54,Archaea,Euryarchaeota,,,,,,Archaea; Euryarchaeota,61,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Neritic zone,Unclassified,Marine sediment,
317,Ga0074260_139,3300005373,3300005373 assembled Ga0074260_13936,Ga0074260_13936,"Methyl coenzyme M reductase, alpha subunit","Marine sediment archaeal communities from Eel River Basin, California, USA (*) (MER-FS) (assembled)",1,230,NA,*Microbiome,Permanent Draft,"Marine sediment archaeal communities from Eel River Basin, California, USA","Marine sediment archaeal communities from Eel River Basin, California, USA",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Neritic zone,Unclassified,"Marine sediment archaeal communities from Eel River Basin, California, USA",NA,NA,NA,NA,NA,NA,NA,,,,Complete,Metagenome,Environmental,Aquatic,Neritic zone/Coastal water,Marine,Unclassified,Marine sediment,,,,NA,2116258,2403,3300005373 assembled Ga0074260_139,3300005373,assembled,"Marine sediment archaeal communities from Eel River Basin, California, USA (*)",43,36779,,,,,,,,,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Neritic zone,Unclassified,Marine sediment,
318,Ga0074260_145,3300005373,3300005373 assembled Ga0074260_14532,Ga0074260_14532,"Methyl coenzyme M reductase, alpha subunit","Marine sediment archaeal communities from Eel River Basin, California, USA (*) (MER-FS) (assembled)",1,230,NA,*Microbiome,Permanent Draft,"Marine sediment archaeal communities from Eel River Basin, California, USA","Marine sediment archaeal communities from Eel River Basin, California, USA",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Neritic zone,Unclassified,"Marine sediment archaeal communities from Eel River Basin, California, USA",NA,NA,NA,NA,NA,NA,NA,,,,Complete,Metagenome,Environmental,Aquatic,Neritic zone/Coastal water,Marine,Unclassified,Marine sediment,,,,NA,2116258,2403,3300005373 assembled Ga0074260_145,3300005373,assembled,"Marine sediment archaeal communities from Eel River Basin, California, USA (*)",39,34700,,,,,,,,,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Neritic zone,Unclassified,Marine sediment,
320,Ga0074260_157,3300005373,3300005373 assembled Ga0074260_1578,Ga0074260_1578,"Methyl coenzyme M reductase, alpha subunit","Marine sediment archaeal communities from Eel River Basin, California, USA (*) (MER-FS) (assembled)",1,230,NA,*Microbiome,Permanent Draft,"Marine sediment archaeal communities from Eel River Basin, California, USA","Marine sediment archaeal communities from Eel River Basin, California, USA",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Neritic zone,Unclassified,"Marine sediment archaeal communities from Eel River Basin, California, USA",NA,NA,NA,NA,NA,NA,NA,,,,Complete,Metagenome,Environmental,Aquatic,Neritic zone/Coastal water,Marine,Unclassified,Marine sediment,,,,NA,2116258,2403,3300005373 assembled Ga0074260_157,3300005373,assembled,"Marine sediment archaeal communities from Eel River Basin, California, USA (*)",46,38084,,,,,,,,,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Neritic zone,Unclassified,Marine sediment,
361,Ga0077109_1000376,3300005645,3300005645 assembled Ga0077109_10003761,Ga0077109_10003761,"Methyl coenzyme M reductase, alpha subunit",Brackish water microbial communities from Lake Sakinaw in Canada: eDNA_2 (120m) v2 (version 2) (*) (MER-FS) (assembled),1,237,NA,*Microbiome,Permanent Draft,"Brackish water microbial communities from Lake Sakinaw,Canada",Brackish water microbial communities from Lake Sakinaw in Canada: eDNA_2 (120m) v2 (version 2),DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Non-marine Saline and Alkaline,Saline,Unclassified,"Brackish water microbial communities from Lake Sakinaw,Canada",NA,NA,NA,NA,NA,NA,NA,,454,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Saline,Non-marine Saline and Alkaline,Unclassified,Brackish water,,,,NA,436324495,981047,3300005645 assembled Ga0077109_1000376,3300005645,assembled,Brackish water microbial communities from Lake Sakinaw in Canada: eDNA_2 (120m) v2 (version 2) (*),25,24559,Archaea,Euryarchaeota,,,,,,Archaea; Euryarchaeota,60,Archaea,Euryarchaeota,,,,,,Archaea; Euryarchaeota,64,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Non-marine Saline and Alkaline,Saline,Unclassified,Brackish water,
366,Ga0078745_1012458,3300005823,3300005823 assembled Ga0078745_10124582,Ga0078745_10124582,"Methyl coenzyme M reductase, alpha subunit","Marine sediment microbial communities from Aarhus Bay station M5, Denmark - 75 cmbsf, MM2 (*) (MER-FS) (assembled)",1,252,NA,*Microbiome,Permanent Draft,"Marine sediment microbial communities from Aarhus Bay station M5, Denmark","Marine sediment microbial communities from Aarhus Bay station M5, Denmark - 75 cmbsf, MM2",Aarhus University,Environmental,Aquatic,Marine,Coastal,Sediment,"Marine sediment microbial communities from Aarhus Bay station M5, Denmark",NA,NA,NA,NA,NA,NA,NA,,,,Complete,Metagenome,Environmental,Aquatic,Coastal,Marine,Sediment,Marine sediment,,,,NA,251116629,365319,3300005823 assembled Ga0078745_1012458,3300005823,assembled,"Marine sediment microbial communities from Aarhus Bay station M5, Denmark - 75 cmbsf, MM2 (*)",3,2965,,,,,,,,,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Coastal,Sediment,Marine sediment,
367,Ga0078747_100100,3300005820,3300005820 assembled Ga0078747_1001003,Ga0078747_1001003,"Methyl coenzyme M reductase, alpha subunit","Marine sediment microbial communities from Aarhus Bay station M5, Denmark - 75 cmbsf, PM2 (*) (MER-FS) (assembled)",1,251,NA,*Microbiome,Permanent Draft,"Marine sediment microbial communities from Aarhus Bay station M5, Denmark","Marine sediment microbial communities from Aarhus Bay station M5, Denmark - 75 cmbsf, PM2",Aarhus University,Environmental,Aquatic,Marine,Coastal,Sediment,"Marine sediment microbial communities from Aarhus Bay station M5, Denmark",NA,NA,NA,NA,NA,NA,NA,,,,Complete,Metagenome,Environmental,Aquatic,Coastal,Marine,Sediment,Marine sediment,,,,NA,144103570,216203,3300005820 assembled Ga0078747_100100,3300005820,assembled,"Marine sediment microbial communities from Aarhus Bay station M5, Denmark - 75 cmbsf, PM2 (*)",42,36053,Archaea,Euryarchaeota,,,,,,Archaea; Euryarchaeota,52,Archaea,Euryarchaeota,,,,,,Archaea; Euryarchaeota,52,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Coastal,Sediment,Marine sediment,
384,Ga0079367_1063258,3300005782,3300005782 assembled Ga0079367_10632581,Ga0079367_10632581,"Methyl coenzyme M reductase, alpha subunit","Marine sediment microbial communities from Aarhus Bay station M5, Denmark - 125 cmbsf, PM3 (*) (MER-FS) (assembled)",1,247,NA,*Microbiome,Permanent Draft,"Marine sediment microbial communities from Aarhus Bay station M5, Denmark","Marine sediment microbial communities from Aarhus Bay station M5, Denmark - 125 cmbsf, PM3",Aarhus University,Environmental,Aquatic,Marine,Coastal,Sediment,"Marine sediment microbial communities from Aarhus Bay station M5, Denmark",NA,NA,NA,NA,NA,NA,NA,,,,Complete,Metagenome,Environmental,Aquatic,Coastal,Marine,Sediment,Marine sediment,,,,NA,460126802,731779,3300005782 assembled Ga0079367_1063258,3300005782,assembled,"Marine sediment microbial communities from Aarhus Bay station M5, Denmark - 125 cmbsf, PM3 (*)",2,1555,,,,,,,,,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Coastal,Sediment,Marine sediment,
504,Ga0102944_1071157,3300007533,3300007533 assembled Ga0102944_10711571,Ga0102944_10711571,methyl-coenzyme M reductase alpha subunit,Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2_restored_D_shore_MG (*) (MER-FS) (assembled),1,318,NA,*Microbiome,Permanent Draft,"Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.",Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2_restored_D_shore_MG,DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Intertidal zone,Salt pond sediment,"Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.",NA,NA,NA,NA,NA,NA,NA,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Intertidal zone,Marine,Salt pond sediment,Pond soil,,,,NA,487470213,855036,3300007533 assembled Ga0102944_1071157,3300007533,assembled,Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2_restored_D_shore_MG (*),1,1260,Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,Candidatus Methanomassiliicoccus intestinalis,Archaea; Candidatus Thermoplasmatota; Thermoplasmata; Methanomassiliicoccales; Methanomassiliicoccaceae; Methanomassiliicoccus; Candidatus Methanomassiliicoccus intestinalis,100,Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,Candidatus Methanomassiliicoccus intestinalis,Archaea; Candidatus Thermoplasmatota; Thermoplasmata; Methanomassiliicoccales; Methanomassiliicoccaceae; Methanomassiliicoccus; Candidatus Methanomassiliicoccus intestinalis,100,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Intertidal zone,Salt pond sediment,Pond soil,
525,Ga0105104_10106133,3300009168,3300009168 assembled Ga0105104_101061331,Ga0105104_101061331,methyl-coenzyme M reductase alpha subunit,"Freshwater sediment microbial communities from Prairie Pothole Lake near Jamestown, North Dakota, USA - PPLs Lake P7 Core (6) Depth 19-21cm September2015 (*) (MER-FS) (assembled)",1,371,NA,*Microbiome,Permanent Draft,"Freshwater sediment microbial communities from Cottonwood Lakes Research site near Jamestown, North Dakota, USA","Freshwater sediment microbial communities from Prairie Pothole Lake near Jamestown, North Dakota, USA - PPLs Lake P7 Core (6) Depth 19-21cm September2015",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Freshwater,Lake,Sediment,"Freshwater sediment microbial communities from Cottonwood Lakes Research site near Jamestown, North Dakota, USA",NA,NA,NA,NA,NA,NA,NA,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,Freshwater sediment,,,,NA,1362198189,2705134,3300009168 assembled Ga0105104_10106133,3300009168,assembled,"Freshwater sediment microbial communities from Prairie Pothole Lake near Jamestown, North Dakota, USA - PPLs Lake P7 Core (6) Depth 19-21cm September2015 (*)",1,1512,Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,Candidatus Methanomassiliicoccus intestinalis,Archaea; Candidatus Thermoplasmatota; Thermoplasmata; Methanomassiliicoccales; Methanomassiliicoccaceae; Methanomassiliicoccus; Candidatus Methanomassiliicoccus intestinalis,100,Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,Candidatus Methanomassiliicoccus intestinalis,Archaea; Candidatus Thermoplasmatota; Thermoplasmata; Methanomassiliicoccales; Methanomassiliicoccaceae; Methanomassiliicoccus; Candidatus Methanomassiliicoccus intestinalis,100,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Freshwater,Lake,Sediment,Freshwater sediment,
